Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
1.72,2.56,25.3,47.0,0.022,0.12,0.0349,0.162,0.418,1.84
1.53,1.84,21.0,41.0,0.0189,0.122,0.0357,0.169,0.28,2.11
1.78,2.01,26.9,35.9,0.0149,0.134,0.0334,0.0631,0.183,2.17
1.09,1.52,6.75,9.65,0.0122,0.0735,0.029,0.0887,0.309,1.63
1.28,1.48,31.1,61.5,0.0134,0.0794,0.0477,0.212,0.265,4.88
1.29,1.76,21.4,34.7,0.0159,0.124,0.04,0.12,0.285,1.95
1.47,1.84,25.2,47.0,0.0197,0.125,0.0375,0.13,0.159,1.15
1.36,1.71,32.0,45.8,0.133,0.322,0.0399,0.101,0.46,2.07
1.27,1.7,23.6,33.3,0.0283,0.119,0.0365,0.0792,0.571,2.86
2.12,2.81,29.7,38.8,0.00974,0.114,0.0335,0.0619,0.249,1.2
1.34,1.82,27.5,36.9,0.0145,0.136,0.0415,0.0918,0.159,1.23
1.65,3.46,26.4,56.1,0.0673,0.403,0.034,0.08,0.25,2.59
1.4,1.99,18.7,30.9,0.0343,0.142,0.0288,0.0605,0.492,2.56
1.66,1.85,34.5,43.9,0.0117,0.141,0.0358,0.0749,0.328,4.28
1.18,1.46,8.3,12.4,0.0145,0.0797,0.0226,0.0854,0.207,1.16
1.49,1.74,19.6,23.7,0.0118,0.129,0.0297,0.0625,0.115,1.03
1.61,3.37,23.3,44.2,0.0337,0.123,0.0337,0.0662,0.498,2.58
1.31,2.26,19.9,28.7,0.0141,0.118,0.0361,0.176,0.252,1.97
1.7,2.09,31.1,46.4,0.0175,0.108,0.039,0.133,0.267,2.75
1.23,1.72,14.6,20.1,0.0122,0.0959,0.0331,0.0728,0.194,1.27
1.37,1.71,27.0,64.8,0.0176,0.158,0.0383,0.101,0.276,3.23
1.37,1.84,24.5,52.9,0.014,0.118,0.0409,0.168,0.589,3.03
1.55,1.91,13.3,20.9,0.0314,0.0958,0.0333,0.0946,0.324,1.25
1.43,1.71,24.9,33.8,0.0121,0.129,0.036,0.0668,0.379,2.03
1.31,1.84,18.8,45.1,0.016,0.127,0.0326,0.0968,0.276,1.04
1.61,2.42,8.88,13.8,0.00743,0.0792,0.0203,0.0409,0.197,1.16
1.33,1.47,29.3,34.1,0.0107,0.126,0.0888,0.189,0.368,0.92
1.52,1.73,17.5,31.9,0.00925,0.0921,0.0265,0.0561,0.183,2.18
2.01,2.25,14.2,19.8,0.0095,0.0948,0.0194,0.0359,0.0532,0.933
1.3,1.65,16.1,24.8,0.0233,0.101,0.0335,0.094,0.302,1.15
1.48,2.11,23.7,32.0,0.0109,0.12,0.0962,0.161,0.205,1.88
1.56,1.77,18.3,25.3,0.00928,0.11,0.0278,0.0558,0.0482,0.301
1.25,1.54,17.4,33.1,0.0344,0.114,0.0368,0.106,0.389,1.81
1.68,1.99,23.9,31.8,0.0148,0.108,0.0322,0.0714,0.236,1.76
1.3,2.02,17.6,28.6,0.0488,0.116,0.0331,0.0782,0.294,2.32
1.37,1.72,19.9,40.9,0.0246,0.104,0.0324,0.068,0.202,1.74
1.61,2.0,19.9,30.6,0.0252,0.127,0.0321,0.0812,0.183,1.51
1.6,1.83,13.6,21.9,0.155,0.302,0.0321,0.0837,0.0994,0.654
1.71,1.96,26.9,38.4,0.0127,0.141,0.0334,0.0656,0.0557,1.07
1.37,1.73,26.5,38.4,0.0118,0.133,0.0367,0.075,0.38,4.49
1.12,1.67,10.6,16.0,0.0159,0.0978,0.0288,0.0823,0.113,0.948
2.19,2.46,33.5,42.1,0.0204,0.136,0.0272,0.066,0.165,1.93
1.42,2.02,15.0,28.1,0.0546,0.187,0.0499,0.174,0.254,1.64
1.32,1.65,25.5,45.1,0.0128,0.156,0.0382,0.13,0.13,1.52
1.23,1.69,9.57,13.2,0.00946,0.0876,0.0233,0.0494,0.217,1.58
1.38,2.1,17.4,35.6,0.059,0.131,0.0306,0.0781,0.286,2.43
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.21,1.56,19.7,30.7,0.0172,0.136,0.0396,0.0832,0.326,3.43
1.42,1.73,17.4,36.7,0.0505,0.216,0.0283,0.0603,0.429,3.83
1.46,1.88,17.8,28.5,0.085,0.182,0.0285,0.0582,0.123,0.751
1.29,1.86,13.2,30.3,0.0243,0.121,0.0287,0.0532,0.174,1.89
1.8,1.95,34.5,43.3,0.0129,0.149,0.0376,0.0889,0.0603,0.857
1.37,1.57,21.5,34.4,0.0196,0.118,0.033,0.0937,0.299,3.28
2.16,2.98,14.9,22.7,0.00869,0.1,0.0503,0.117,0.161,0.794
1.29,1.65,32.2,50.6,0.0128,0.155,0.0435,0.108,0.156,2.05
1.58,1.75,22.3,32.8,0.14,0.255,0.0314,0.0683,0.249,1.77
1.81,2.08,30.0,49.3,0.147,0.407,0.0353,0.23,0.142,1.18
1.44,1.81,20.4,31.4,0.011,0.114,0.0317,0.0779,0.082,0.775
1.12,1.37,19.0,27.6,0.0445,0.132,0.0579,0.149,0.133,0.898
1.28,1.67,16.1,24.4,0.00992,0.11,0.0302,0.066,0.0999,0.503
1.97,2.42,21.9,32.8,0.0122,0.103,0.027,0.0495,0.0741,0.623
1.24,1.64,24.6,41.8,0.0187,0.165,0.0401,0.108,0.474,2.47
1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
1.39,1.69,21.1,27.5,0.0134,0.113,0.0304,0.0625,0.0956,1.31
1.55,1.96,27.6,35.9,0.012,0.132,0.0346,0.0812,0.451,4.64
1.26,1.76,14.6,24.2,0.026,0.107,0.0295,0.0798,0.123,0.972
1.19,1.54,10.9,16.2,0.00961,0.101,0.0325,0.0635,0.174,1.46
1.37,1.62,7.51,11.6,0.00716,0.0849,0.0209,0.0611,0.0977,0.493
1.77,2.07,20.4,29.2,0.0202,0.128,0.0411,0.111,0.1,1.23
1.29,1.77,30.7,40.9,0.0119,0.136,0.0387,0.0768,0.37,2.01
1.96,2.63,23.0,40.4,0.0177,0.124,0.0348,0.177,0.229,1.87
1.33,1.8,20.6,45.8,0.0174,0.132,0.0335,0.0824,0.218,0.974
1.13,1.76,17.6,28.6,0.0356,0.108,0.0498,0.167,0.117,0.848
1.26,1.6,8.96,17.4,0.0512,0.0996,0.0243,0.093,0.309,1.93
1.25,1.43,27.2,45.0,0.14,0.256,0.0483,0.134,0.154,1.06
1.15,1.56,8.94,14.9,0.0212,0.0863,0.0295,0.0632,0.0916,0.467
1.46,2.72,25.3,40.3,0.0217,0.143,0.0473,0.293,0.315,2.26
1.36,1.57,31.1,39.0,0.0187,0.123,0.0376,0.0928,0.426,2.25
2.05,2.64,31.6,42.5,0.016,0.153,0.0349,0.0882,0.294,2.0
1.15,1.46,9.86,15.9,0.00922,0.0847,0.0355,0.156,0.229,1.57
1.29,1.65,20.7,27.9,0.0109,0.118,0.0344,0.0763,0.145,1.86
1.39,1.82,20.5,32.8,0.024,0.121,0.0337,0.0818,0.113,1.62
1.22,1.5,18.6,34.0,0.0231,0.106,0.035,0.0885,0.222,1.88
1.72,2.03,24.2,32.7,0.0117,0.151,0.0304,0.0654,0.0247,0.26
1.75,2.55,27.8,41.5,0.0174,0.153,0.0353,0.102,0.481,2.13
1.51,1.87,30.6,49.0,0.0184,0.136,0.0397,0.0796,0.234,1.6
1.35,1.52,17.8,22.2,0.0125,0.114,0.0311,0.0688,0.306,2.27
1.48,2.01,33.7,69.3,0.0316,0.152,0.0382,0.0755,0.696,4.62
1.62,2.12,32.1,46.3,0.0284,0.146,0.0398,0.117,0.217,2.11
2.42,2.82,29.9,56.6,0.0594,0.109,0.0428,0.144,0.25,2.64
1.98,2.96,33.9,49.5,0.0364,0.209,0.0416,0.0934,0.638,3.94
1.4,1.86,25.2,45.1,0.0204,0.136,0.0341,0.0934,0.375,2.33
1.66,2.28,29.9,51.1,0.0392,0.192,0.0459,0.242,0.364,3.01
1.53,1.98,25.6,34.3,0.0138,0.151,0.0338,0.068,0.137,1.78
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.65,1.84,27.1,38.3,0.0128,0.124,0.036,0.0768,0.365,2.82
1.35,1.75,18.2,34.5,0.0236,0.106,0.031,0.0614,0.152,1.43
1.59,1.76,23.8,36.9,0.235,0.341,0.0329,0.0799,0.262,1.74
1.32,1.59,21.4,27.0,0.0136,0.126,0.0341,0.0664,0.139,1.29
1.36,1.79,16.5,24.5,0.0476,0.117,0.0331,0.084,0.332,1.9
1.72,2.41,22.2,28.0,0.0135,0.12,0.0315,0.0619,0.203,1.26
1.3,1.96,20.2,36.8,0.0226,0.119,0.0335,0.0677,0.255,1.99
1.34,1.53,42.8,59.2,0.018,0.174,0.0621,0.161,0.152,1.28
1.44,1.98,38.4,76.8,0.0318,0.172,0.042,0.0973,0.622,5.31
1.42,2.31,24.7,37.1,0.0182,0.105,0.0356,0.0786,0.455,2.44
1.18,2.54,23.1,49.2,0.0653,0.165,0.055,0.197,0.151,0.95
1.23,1.56,26.1,44.3,0.0251,0.149,0.0424,0.0936,0.109,0.912
1.24,1.92,21.0,32.9,0.0161,0.124,0.0375,0.077,0.0713,0.628
1.53,1.9,14.9,18.0,0.0119,0.095,0.0513,0.1,0.252,1.49
1.24,1.47,31.6,56.8,0.0256,0.235,0.0414,0.106,0.281,1.69
1.24,1.83,11.9,23.7,0.0586,0.162,0.0236,0.0882,0.376,2.11
1.21,1.72,22.9,45.4,0.0149,0.123,0.0379,0.0927,0.268,1.58
1.31,1.55,15.9,29.2,0.0118,0.112,0.0291,0.0887,0.211,1.33
1.55,2.05,20.5,41.1,0.05,0.164,0.0332,0.101,0.0817,1.08
1.56,2.12,24.4,33.8,0.0206,0.138,0.0426,0.268,0.576,3.29
1.52,1.78,22.1,30.9,0.021,0.124,0.0385,0.0861,0.0471,0.331
1.4,2.02,18.5,41.1,0.049,0.209,0.0322,0.102,0.227,3.93
1.48,2.03,14.4,22.2,0.0304,0.123,0.0282,0.0774,1.13,2.76
1.23,1.55,34.4,46.5,0.026,0.205,0.051,0.112,0.217,1.39
1.35,1.72,12.6,24.7,0.0298,0.135,0.0254,0.0566,0.0679,1.01
1.23,1.52,29.5,49.2,0.0139,0.166,0.082,0.56,0.241,1.71
1.32,1.65,30.4,42.6,0.0204,0.145,0.046,0.0925,0.221,2.12
1.33,1.93,27.6,74.7,0.027,0.136,0.0386,0.103,0.415,2.36
1.28,1.87,20.5,44.2,0.0219,0.127,0.0447,0.202,0.432,1.99
1.88,2.4,7.56,9.97,0.0109,0.114,0.0152,0.0459,0.042,0.28
1.48,1.77,19.1,30.7,0.011,0.11,0.0348,0.0774,0.0898,3.06
1.83,2.03,28.2,43.4,0.0151,0.13,0.0339,0.0945,0.182,1.81
2.17,2.91,10.2,15.4,0.015,0.0746,0.0203,0.0497,0.135,0.796
1.26,1.44,24.6,35.2,0.0129,0.127,0.0443,0.11,0.108,1.28
1.53,2.03,36.6,75.5,0.0254,0.128,0.0358,0.0921,0.478,5.07
1.44,2.11,15.7,27.8,0.013,0.095,0.0286,0.0523,0.217,1.84
1.36,2.26,22.1,52.7,0.0393,0.159,0.0508,0.291,0.586,2.41
1.4,2.05,27.4,37.0,0.0191,0.135,0.0371,0.0747,0.394,2.4
1.31,1.74,15.1,28.2,0.0358,0.0827,0.0524,0.531,0.281,1.7
1.32,1.95,24.9,34.8,0.0115,0.124,0.0362,0.0921,0.487,2.03
1.46,1.98,16.6,27.6,0.0199,0.109,0.0309,0.0782,0.258,2.44
1.33,1.56,28.2,41.6,0.0459,0.158,0.0533,0.178,0.0888,1.03
1.48,3.28,30.4,46.9,0.0325,0.137,0.0385,0.0991,0.559,2.33
1.37,2.26,22.1,52.4,0.0265,0.169,0.0514,0.3,0.447,2.68
1.49,1.75,28.8,56.1,0.0214,0.12,0.0405,0.0838,0.16,1.58
1.99,2.64,18.9,29.2,0.0308,0.0964,0.0264,0.0589,0.189,0.833
1.32,1.49,26.0,31.5,0.0104,0.123,0.0613,0.143,0.244,0.729
1.22,1.43,28.0,52.5,0.0185,0.143,0.0427,0.094,0.372,3.73
1.73,2.18,10.5,15.8,0.034,0.116,0.0227,0.0483,0.0878,0.478
1.12,1.29,33.4,48.0,0.0166,0.177,0.0498,0.112,0.272,2.15
1.3,1.78,15.8,27.7,0.11,0.173,0.035,0.107,0.18,1.62
1.81,2.18,26.0,32.7,0.0111,0.145,0.0308,0.0615,0.247,1.11
1.63,1.88,29.2,38.8,0.0245,0.129,0.0345,0.0643,0.111,0.944
1.33,1.68,25.8,36.4,0.039,0.147,0.0391,0.0829,0.378,2.0
1.25,1.49,21.5,28.9,0.0127,0.112,0.0413,0.12,0.109,1.17
1.43,1.99,23.4,32.4,0.0125,0.134,0.0319,0.058,0.173,2.01
1.25,1.59,23.8,34.8,0.0254,0.113,0.0343,0.0841,1.2,2.58
1.7,2.16,26.9,32.0,0.0103,0.117,0.0328,0.0641,0.238,1.73
1.33,1.81,21.2,40.9,0.0184,0.121,0.0376,0.157,0.296,2.11
1.18,1.77,18.7,40.7,0.0214,0.122,0.0409,0.162,0.359,2.19
1.31,1.71,27.1,64.3,0.014,0.16,0.0394,0.0977,0.319,2.58
1.59,1.83,22.5,30.5,0.0144,0.103,0.0293,0.0784,0.406,2.87
1.4,1.58,20.8,28.0,0.0181,0.115,0.038,0.0681,0.163,1.93
1.42,2.06,27.1,52.8,0.0216,0.167,0.0472,0.262,0.395,2.15
1.33,1.69,15.1,43.4,0.0128,0.113,0.0309,0.0771,0.0918,0.959
1.26,1.6,25.1,42.3,0.0128,0.105,0.0461,0.111,0.281,2.18
1.74,2.35,22.5,41.9,0.0155,0.132,0.0289,0.0548,0.204,1.14
1.41,1.88,22.2,34.8,0.0131,0.128,0.0342,0.0809,0.286,1.88
1.17,1.42,18.0,32.5,0.0101,0.11,0.0341,0.0646,0.258,1.91
1.93,2.63,26.1,39.6,0.0168,0.133,0.035,0.0751,0.218,1.12
1.36,2.0,23.2,45.5,0.0613,0.14,0.0347,0.0895,0.838,6.47
1.66,2.08,37.0,48.0,0.0222,0.17,0.0379,0.103,0.35,3.23
1.72,1.98,32.9,45.6,0.0125,0.14,0.0358,0.065,0.201,1.78
1.42,1.64,24.3,59.1,0.357,0.456,0.0511,0.259,0.471,3.1
1.19,1.57,27.0,36.7,0.0137,0.128,0.0425,0.0956,0.232,2.34
1.62,2.09,26.1,37.6,0.0255,0.141,0.0362,0.0945,0.128,1.13
1.94,2.88,24.0,35.6,0.013,0.136,0.0279,0.0712,0.505,2.4
1.36,1.86,28.7,39.8,0.0127,0.139,0.0354,0.0728,0.411,2.15
1.29,2.08,22.5,34.6,0.0117,0.13,0.035,0.0743,0.216,2.41
1.95,2.27,23.7,31.3,0.0127,0.134,0.026,0.0585,0.157,0.967
1.2,1.67,22.8,36.3,0.0254,0.125,0.0402,0.0821,0.223,2.23
2.23,2.75,20.3,26.9,0.0138,0.0999,0.0246,0.0683,0.634,3.14
1.27,1.69,25.6,34.7,0.0118,0.123,0.0424,0.14,0.424,1.61
1.34,1.95,20.2,32.7,0.0147,0.122,0.0323,0.123,0.468,3.45
1.68,1.89,16.9,21.5,0.00854,0.107,0.0261,0.0517,0.0877,1.1
1.88,2.29,18.3,23.3,0.0158,0.119,0.0271,0.0608,0.136,0.746
1.77,1.93,22.8,29.3,0.0141,0.124,0.0309,0.0641,0.0888,1.11
1.27,1.48,28.5,52.2,0.0127,0.129,0.0406,0.0815,0.313,3.64
1.26,1.53,26.3,47.3,0.0186,0.129,0.0399,0.0936,0.142,1.53
1.26,1.79,15.5,23.5,0.0158,0.0976,0.0361,0.0939,0.254,1.52
1.77,2.32,21.5,36.8,0.153,0.46,0.0326,0.102,0.138,0.915
1.66,2.33,29.6,61.0,0.0219,0.145,0.0364,0.0859,0.198,1.74
1.28,1.61,12.3,23.2,0.0129,0.0875,0.0302,0.124,0.29,1.25
1.8,2.09,21.1,29.7,0.0302,0.125,0.0417,0.0974,0.0919,1.02
1.64,1.83,13.9,21.6,0.00903,0.0966,0.0313,0.0794,0.104,0.632
1.45,1.86,26.4,31.2,0.0131,0.144,0.0391,0.0897,0.14,0.956
1.35,1.58,27.5,34.9,0.0192,0.153,0.0382,0.0861,0.187,1.41
1.48,1.74,12.2,21.4,0.0426,0.113,0.0284,0.136,0.0926,0.961
1.57,2.3,18.6,38.3,0.0169,0.114,0.0284,0.0594,0.0858,0.834
2.07,2.45,15.3,29.4,0.124,0.402,0.0181,0.0528,0.116,0.946
1.69,3.29,25.6,52.0,0.12,0.179,0.0392,0.102,0.469,3.71
1.96,2.1,31.2,42.8,0.0125,0.141,0.0353,0.147,0.102,1.19
1.12,1.55,18.4,29.0,0.0269,0.133,0.0371,0.0795,0.191,2.06
1.32,1.58,28.0,46.6,0.0147,0.13,0.0414,0.0976,0.338,1.19
1.1,2.1,24.0,44.1,0.0431,0.209,0.0458,0.0815,0.286,1.43
1.6,1.74,21.6,27.0,0.00981,0.124,0.03,0.0628,0.0836,0.742
1.24,1.43,29.6,44.2,0.0145,0.129,0.0534,0.149,0.667,2.31
1.79,2.05,23.6,36.3,0.0122,0.113,0.0285,0.0684,0.0443,0.858
1.31,1.66,22.4,35.5,0.0306,0.122,0.0431,0.104,0.366,1.5
1.36,2.04,8.62,13.7,0.0165,0.107,0.031,0.112,0.265,1.18
1.82,2.37,31.2,49.0,0.0148,0.148,0.0344,0.0657,0.0937,0.885
1.47,2.3,26.0,37.8,0.015,0.124,0.0354,0.0703,0.485,2.8
1.3,1.65,28.3,50.2,0.0192,0.162,0.0404,0.123,0.463,2.06
1.81,2.5,14.9,22.3,0.0218,0.0849,0.0246,0.0585,0.34,2.19
1.41,2.0,31.7,56.0,0.0205,0.159,0.0479,0.107,0.317,1.49
1.63,1.99,21.0,30.3,0.0201,0.0986,0.0295,0.0626,0.125,0.864
1.57,2.0,14.8,22.2,0.022,0.105,0.0356,0.0973,0.101,1.24
1.92,2.62,21.7,48.6,0.0181,0.104,0.0377,0.172,0.456,3.13
1.34,1.92,34.1,52.1,0.0544,0.137,0.0458,0.11,0.524,3.49
1.24,1.55,24.0,34.4,0.0125,0.133,0.038,0.0997,0.419,4.7
1.45,1.74,28.4,40.0,0.0123,0.148,0.0368,0.0686,0.0393,0.763
1.19,1.57,23.8,35.4,0.0182,0.175,0.0388,0.106,0.405,2.96
1.78,2.28,31.0,44.7,0.0193,0.141,0.0329,0.0691,0.475,2.12
1.4,1.65,18.8,23.6,0.0124,0.117,0.0373,0.0664,0.0956,0.944
1.42,2.13,25.1,52.7,0.0184,0.168,0.0472,0.278,0.355,1.77
1.33,1.59,30.9,43.5,0.0114,0.129,0.0405,0.106,0.471,1.89
1.71,2.73,19.6,29.2,0.038,0.11,0.0287,0.141,0.467,2.23
1.35,1.49,26.4,33.5,0.0135,0.128,0.0393,0.0943,0.09,0.766
1.39,1.73,18.9,30.9,0.00943,0.105,0.0282,0.0619,0.243,1.39
1.31,1.77,21.3,37.8,0.0273,0.137,0.0371,0.0876,0.502,2.36
1.38,1.81,25.8,39.8,0.0123,0.128,0.0378,0.0887,0.22,1.88
1.38,1.65,25.4,35.7,0.0127,0.146,0.0362,0.0686,0.237,2.37
1.31,2.16,19.1,31.3,0.0203,0.124,0.0352,0.0798,0.266,1.53
1.51,2.1,9.92,15.8,0.0575,0.181,0.021,0.0414,0.0859,0.644
1.06,1.26,18.3,24.2,0.0139,0.123,0.0416,0.0805,0.188,0.99
1.57,1.82,22.6,34.2,0.0234,0.135,0.0316,0.0665,0.144,1.51
1.06,1.48,23.5,38.3,0.013,0.131,0.0457,0.0899,0.193,0.977
1.52,1.71,27.1,37.7,0.0118,0.134,0.0344,0.0702,0.38,4.51
1.73,1.94,16.5,42.7,0.0125,0.111,0.0253,0.0902,0.0253,0.39
1.57,2.13,18.4,28.2,0.0166,0.119,0.0359,0.297,0.124,1.43
2.14,2.62,26.9,36.0,0.0121,0.124,0.0364,0.18,0.154,1.04
1.4,2.83,7.89,14.5,0.0235,0.0703,0.0275,0.161,0.105,1.36
1.23,1.41,21.0,51.0,0.0132,0.0972,0.0523,0.26,0.411,3.02
1.65,2.21,13.5,22.7,0.111,0.334,0.0258,0.0647,0.173,1.3
1.29,1.87,28.5,40.6,0.0222,0.168,0.0465,0.171,0.448,2.57
2.07,2.45,11.9,15.5,0.00895,0.0934,0.0216,0.0513,0.105,0.818
2.01,2.28,21.8,29.3,0.00936,0.106,0.0258,0.0458,0.027,0.256
1.1,1.53,9.94,16.0,0.00861,0.092,0.0336,0.0633,0.182,1.5
1.25,1.53,28.6,37.2,0.0214,0.12,0.0393,0.0988,0.476,2.36
1.21,1.59,16.6,19.7,0.00977,0.118,0.0322,0.0938,0.0382,0.423
1.06,1.26,15.7,24.1,0.0226,0.114,0.0403,0.0907,0.144,1.56
1.23,1.73,13.1,24.4,0.0164,0.173,0.0245,0.0554,0.377,0.967
1.39,1.51,25.2,33.7,0.00951,0.105,0.104,0.166,0.407,0.761
1.05,1.74,21.7,40.6,0.0428,0.165,0.0483,0.104,0.0906,0.991
1.41,1.79,11.0,16.4,0.00878,0.105,0.0252,0.0581,0.0692,0.59
1.49,1.79,14.6,21.8,0.0119,0.106,0.0266,0.0585,0.252,1.1
1.3,1.5,18.0,23.4,0.00931,0.114,0.0333,0.0695,0.155,0.96
1.1,1.61,24.9,41.8,0.0251,0.124,0.0474,0.101,0.123,1.16
1.41,1.79,11.0,16.4,0.00878,0.105,0.0252,0.0581,0.0692,0.59
1.43,1.67,16.8,24.8,0.0098,0.108,0.0288,0.0604,0.191,0.988
1.3,1.5,18.0,23.4,0.00931,0.114,0.0333,0.0695,0.155,0.96
1.1,1.61,24.9,41.8,0.0251,0.124,0.0474,0.101,0.123,1.16
1.39,1.8,21.9,36.5,0.0129,0.132,0.036,0.085,0.242,1.96
1.34,1.62,21.0,30.0,0.0255,0.12,0.034,0.0733,0.153,1.32
1.41,1.79,22.2,36.8,0.0211,0.136,0.0377,0.1,0.176,2.24
1.32,1.67,19.5,30.6,0.0264,0.127,0.0375,0.0833,0.32,1.29
2.16,3.02,15.0,41.7,0.0185,0.119,0.0194,0.0984,0.523,2.12
1.54,2.13,15.8,25.3,0.0728,0.214,0.0273,0.0652,0.0656,0.434
1.33,1.8,36.0,46.1,0.0165,0.172,0.034,0.0833,2.58,5.68
1.54,1.81,25.5,35.9,0.0141,0.105,0.0313,0.0691,0.229,3.12
1.54,1.8,17.3,42.7,0.00969,0.075,0.0275,0.0847,0.0534,1.52
1.72,1.94,20.1,49.7,0.0122,0.108,0.036,0.174,0.301,3.04
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.65,2.53,17.9,28.6,0.0351,0.103,0.0282,0.0735,0.409,1.85
1.73,2.28,29.0,34.8,0.0124,0.131,0.0349,0.0736,0.104,0.865
0.977,1.25,34.1,42.8,0.0161,0.179,0.0551,0.117,0.209,1.15
1.31,1.6,25.0,39.2,0.0272,0.126,0.0426,0.102,0.219,2.84
1.49,1.91,24.0,41.8,0.021,0.122,0.0317,0.0745,0.52,2.86
1.57,2.67,14.5,24.4,0.124,0.301,0.0583,0.313,0.3,1.81
2.02,2.37,28.5,37.3,0.0182,0.112,0.0395,0.254,0.42,1.92
1.25,1.55,32.4,44.0,0.0166,0.15,0.0513,0.114,0.216,1.86
1.24,2.0,12.3,39.0,0.086,0.459,0.0324,0.135,0.304,2.57
1.67,2.14,15.1,26.0,0.0129,0.0917,0.0291,0.0874,0.0968,0.812
1.55,2.45,19.2,56.7,0.0171,0.142,0.0278,0.0847,0.369,2.28
1.38,1.93,18.3,44.3,0.00909,0.103,0.0295,0.0762,0.0953,0.763
1.36,2.03,15.7,30.4,0.059,0.124,0.0404,0.187,0.169,1.25
0.9,1.27,25.7,35.3,0.0144,0.149,0.0506,0.137,0.184,1.12
1.4,1.72,31.8,42.0,0.0146,0.136,0.0397,0.103,0.158,0.969
1.38,1.52,24.8,31.4,0.011,0.137,0.0344,0.066,0.441,0.902
1.27,1.46,24.9,35.1,0.0203,0.126,0.0436,0.102,0.137,1.34
1.38,1.94,13.5,31.6,0.0323,0.166,0.027,0.0643,0.351,2.6
1.46,1.84,21.8,35.9,0.0197,0.116,0.0403,0.161,0.155,2.06
1.01,1.23,13.0,27.1,0.0113,0.104,0.0407,0.173,0.375,2.35
1.67,2.16,20.3,29.2,0.012,0.115,0.0313,0.0625,0.0647,0.401
1.29,1.59,21.7,36.0,0.0136,0.122,0.0326,0.074,0.495,2.27
1.34,1.82,24.6,62.8,0.186,0.348,0.0352,0.0712,0.243,2.22
1.3,1.44,32.8,43.0,0.02,0.149,0.0473,0.0923,0.102,1.07
1.29,1.79,12.0,28.2,0.0216,0.109,0.0249,0.0584,0.343,2.52
1.4,1.86,20.1,63.0,0.0126,0.0938,0.0288,0.0743,0.446,3.35
1.29,1.77,21.1,31.4,0.00995,0.116,0.035,0.0704,0.114,1.12
1.7,2.26,23.7,40.5,0.0122,0.109,0.0307,0.0608,0.118,0.81
1.36,2.19,20.1,33.6,0.00976,0.115,0.0392,0.211,0.108,1.24
1.85,2.33,29.1,49.4,0.131,0.378,0.0301,0.0545,0.179,1.65
1.47,2.54,22.7,37.9,0.0436,0.119,0.0399,0.149,0.33,3.57
1.63,1.84,21.5,28.1,0.00967,0.123,0.0328,0.083,0.0396,0.698
1.43,2.01,15.5,19.7,0.00835,0.107,0.0385,0.0792,0.0513,0.739
1.42,2.09,19.2,29.3,0.0167,0.0893,0.0305,0.0618,0.345,1.63
1.59,2.02,20.2,38.5,0.0146,0.13,0.0309,0.067,0.109,0.951
1.63,2.12,27.3,35.1,0.0168,0.11,0.0325,0.0756,0.181,1.27
1.3,1.59,27.5,38.2,0.0208,0.148,0.0391,0.0953,0.268,1.73
1.26,1.7,23.0,32.7,0.0113,0.111,0.0372,0.09,0.434,2.14
1.72,2.26,13.8,19.0,0.013,0.0983,0.027,0.0732,0.166,1.02
1.2,2.29,18.6,25.2,0.0757,0.161,0.0371,0.122,0.275,2.0
1.43,1.8,28.7,39.4,0.0342,0.163,0.0331,0.0729,0.821,3.91
1.6,2.27,13.9,20.5,0.0127,0.0936,0.0232,0.0513,0.924,2.76
1.42,1.88,22.9,46.8,0.0244,0.126,0.0395,0.162,0.199,1.39
1.3,1.47,19.0,26.8,0.0107,0.123,0.0346,0.0628,0.126,0.37
1.54,1.72,8.57,11.0,0.00847,0.0647,0.0314,0.0558,0.0736,0.281
1.82,2.22,16.1,28.6,0.014,0.109,0.0223,0.0688,0.275,2.39
2.5,3.26,13.2,18.9,0.0103,0.0974,0.0461,0.119,0.238,1.13
1.6,1.82,21.5,32.0,0.0103,0.11,0.0327,0.0632,0.0621,2.9
1.51,2.49,19.2,38.4,0.0113,0.105,0.029,0.077,0.358,4.28
1.26,1.76,22.2,34.6,0.0142,0.142,0.0385,0.0839,0.209,1.46
1.4,2.06,13.8,19.6,0.0459,0.142,0.0308,0.146,0.268,1.58
1.24,1.64,23.2,47.1,0.011,0.13,0.0375,0.0878,0.152,1.68
1.74,2.06,16.3,22.4,0.0232,0.0758,0.0222,0.063,0.191,1.26
1.48,2.01,19.1,30.1,0.0131,0.123,0.0288,0.0658,0.472,2.98
1.98,2.4,22.1,34.1,0.0137,0.109,0.0287,0.0601,0.0467,1.02
1.14,1.41,18.7,50.5,0.0547,0.123,0.0699,0.266,0.37,3.12
1.37,1.74,27.2,40.7,0.0178,0.117,0.036,0.08,0.209,1.77
1.19,1.66,30.4,41.5,0.0312,0.201,0.0607,0.135,0.148,1.29
1.76,2.32,33.6,52.2,0.0146,0.129,0.038,0.0755,0.119,0.784
