Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
1.31,2.25,27.8,51.5,0.0334,0.197,0.0456,0.237,0.613,4.06
1.39,1.66,20.1,29.0,0.0156,0.126,0.0337,0.0932,0.114,1.22
1.19,1.5,16.5,25.0,0.0201,0.123,0.0354,0.0803,0.188,1.43
1.47,3.25,21.0,37.9,0.0994,0.557,0.0336,0.0881,0.243,1.88
1.44,1.89,24.6,36.9,0.0167,0.122,0.0382,0.0792,0.0803,0.733
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.41,1.75,18.7,29.4,0.0133,0.096,0.0333,0.0775,0.124,1.11
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.31,1.69,20.8,28.3,0.0124,0.134,0.0346,0.0732,0.0819,0.789
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.27,1.6,25.0,33.4,0.0109,0.125,0.0413,0.095,0.417,2.06
1.2,1.64,25.6,42.7,0.0675,0.186,0.0448,0.102,0.709,4.12
1.87,2.44,8.37,12.9,0.0316,0.104,0.019,0.0471,0.0549,0.337
1.32,1.83,17.3,25.0,0.0144,0.128,0.03,0.0596,0.121,1.07
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.41,2.17,21.5,35.9,0.0429,0.106,0.0614,0.339,0.375,2.45
1.66,2.24,26.9,40.2,0.0605,0.161,0.0353,0.152,0.481,1.86
1.25,1.54,26.6,36.6,0.0173,0.156,0.0395,0.0874,0.702,4.81
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.71,2.28,18.3,33.5,0.0295,0.157,0.0315,0.0987,0.285,2.32
1.59,3.24,26.2,55.4,0.102,0.389,0.04,0.129,0.794,6.08
1.29,1.87,11.7,30.1,0.0559,0.215,0.0383,0.242,0.225,2.3
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.24,1.48,31.2,50.0,0.0125,0.137,0.0415,0.0768,0.599,6.79
1.17,2.32,22.3,42.4,0.0116,0.116,0.0533,0.228,0.389,4.25
1.43,2.35,24.1,42.4,0.0126,0.12,0.033,0.0827,0.314,4.18
1.41,1.74,30.8,39.0,0.0191,0.146,0.0401,0.0827,0.316,1.48
1.56,2.85,32.6,52.3,0.0265,0.106,0.0433,0.0986,0.461,2.36
1.33,1.79,21.8,34.6,0.0128,0.13,0.0324,0.0961,0.287,1.83
1.19,1.52,23.2,32.7,0.0133,0.14,0.0447,0.108,0.152,1.72
1.42,2.0,16.3,29.3,0.162,0.407,0.0283,0.194,0.373,2.42
1.83,1.99,19.4,27.3,0.0135,0.0893,0.0398,0.0942,0.547,3.05
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.76,2.1,25.2,36.3,0.0345,0.137,0.0313,0.0948,0.287,1.77
1.36,1.66,25.8,35.2,0.0124,0.134,0.0375,0.0992,0.41,4.69
1.3,1.74,17.4,36.3,0.108,0.395,0.0429,0.223,0.355,2.11
1.92,2.27,21.4,32.7,0.0213,0.149,0.0293,0.07,0.117,1.04
1.7,2.11,36.9,52.9,0.0188,0.141,0.0432,0.106,0.261,1.64
1.52,1.93,33.9,44.9,0.018,0.112,0.0381,0.0783,0.433,2.33
1.25,1.62,26.0,42.8,0.0333,0.104,0.0411,0.107,0.582,3.7
1.26,1.62,31.1,51.9,0.0279,0.113,0.0441,0.121,0.514,3.69
1.4,1.58,27.0,34.3,0.0201,0.15,0.0374,0.0886,0.201,1.62
1.39,1.98,26.4,33.9,0.0217,0.148,0.0383,0.0905,0.228,1.72
1.31,1.6,25.1,32.1,0.0222,0.149,0.0391,0.0902,0.236,1.74
1.44,1.75,20.9,34.4,0.231,0.371,0.0364,0.0954,0.249,1.71
1.15,1.55,29.5,57.0,0.0338,0.174,0.0534,0.265,0.461,2.52
1.54,1.85,15.7,20.7,0.0169,0.0938,0.0266,0.0622,0.182,1.16
1.91,3.19,39.7,70.7,0.0394,0.146,0.0382,0.0948,0.695,3.32
1.38,1.66,32.0,41.1,0.0167,0.159,0.0398,0.0775,0.203,1.81
1.36,1.71,18.4,27.1,0.0237,0.0975,0.034,0.0994,0.226,1.58
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.46,2.08,30.7,38.1,0.0171,0.151,0.0782,0.145,0.166,1.61
1.46,1.84,20.8,34.4,0.0274,0.0994,0.0333,0.0981,0.293,1.74
1.83,2.39,32.5,40.3,0.0119,0.133,0.0328,0.0723,0.368,4.43
1.56,1.92,13.8,19.3,0.00861,0.0766,0.0283,0.069,0.155,1.02
1.53,1.89,15.5,20.0,0.00844,0.102,0.0273,0.0555,0.107,0.842
1.7,2.17,20.4,32.8,0.00959,0.106,0.0285,0.0606,0.106,1.88
1.96,2.46,22.7,32.2,0.0207,0.138,0.0282,0.0884,0.186,1.2
1.23,1.43,17.5,50.1,0.0136,0.0836,0.0386,0.259,0.403,3.13
1.26,1.88,23.5,35.0,0.0214,0.186,0.0428,0.146,0.268,1.49
1.56,1.71,27.2,36.4,0.0186,0.123,0.0334,0.0673,0.372,2.04
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.33,1.44,29.5,34.0,0.0108,0.122,0.0894,0.179,0.372,0.902
1.23,1.73,19.3,32.9,0.0345,0.138,0.0362,0.0854,0.269,1.77
1.41,2.3,24.0,46.4,0.0153,0.123,0.0391,0.256,0.196,1.15
1.23,1.95,14.2,32.6,0.0157,0.13,0.0304,0.0733,0.304,2.18
1.26,1.73,19.6,36.3,0.0457,0.141,0.0345,0.0813,0.444,3.39
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.29,1.95,17.8,25.5,0.0182,0.123,0.0349,0.0714,0.239,1.54
1.23,1.56,26.2,40.4,0.0441,0.187,0.0438,0.102,0.643,4.04
1.41,1.82,27.1,36.6,0.0163,0.165,0.0386,0.0897,0.163,1.11
1.19,1.39,20.0,25.2,0.00968,0.108,0.0359,0.0738,0.181,1.87
1.69,2.06,30.4,43.9,0.0141,0.116,0.0374,0.0913,0.32,1.54
1.28,1.67,30.9,42.5,0.0132,0.164,0.0394,0.0903,0.372,2.61
1.18,1.69,24.8,39.6,0.048,0.187,0.0433,0.103,0.731,4.12
1.5,1.97,23.4,37.6,0.0226,0.121,0.0383,0.0755,0.0823,1.14
1.41,2.03,25.0,53.1,0.0723,0.158,0.0364,0.079,0.192,1.79
1.17,1.48,19.5,34.8,0.0196,0.129,0.0371,0.0728,0.139,1.19
1.26,1.66,19.9,29.7,0.0212,0.125,0.0347,0.075,0.22,1.9
1.26,1.7,23.0,32.7,0.0113,0.111,0.0372,0.09,0.434,2.14
1.45,1.63,24.4,31.1,0.011,0.128,0.0348,0.0908,0.119,1.64
1.39,1.56,23.0,36.8,0.016,0.135,0.0356,0.0688,0.0969,1.0
1.28,1.7,23.8,39.8,0.0196,0.111,0.037,0.0891,0.49,2.99
1.22,1.79,14.7,22.8,0.0123,0.105,0.03,0.0644,0.206,1.35
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.27,1.57,22.4,33.8,0.0247,0.129,0.0358,0.0902,0.433,2.24
1.31,1.69,24.8,33.4,0.027,0.135,0.0381,0.0896,0.394,2.04
1.36,1.72,23.2,39.2,0.0625,0.173,0.039,0.083,0.163,1.58
2.11,2.42,34.3,45.6,0.0119,0.133,0.0317,0.0639,0.347,4.35
2.33,2.56,28.8,40.0,0.0232,0.105,0.0249,0.0547,0.191,1.34
1.47,1.64,25.5,35.9,0.021,0.109,0.0394,0.0897,0.181,3.03
1.24,2.22,22.8,38.0,0.0313,0.144,0.0425,0.107,0.549,3.17
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.7,2.01,30.1,39.4,0.0185,0.114,0.0353,0.0682,0.23,1.08
1.32,1.56,22.1,30.1,0.0125,0.136,0.0331,0.0684,0.0829,0.731
1.2,1.62,35.8,43.2,0.0189,0.162,0.0457,0.0934,0.0771,1.65
1.38,2.13,18.2,30.2,0.0348,0.11,0.0329,0.207,0.302,2.18
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.61,2.08,21.6,32.9,0.0487,0.139,0.0325,0.391,0.813,4.35
1.22,1.41,22.7,38.8,0.0157,0.119,0.0458,0.182,0.466,1.88
1.51,1.85,20.4,29.2,0.0162,0.0956,0.0294,0.0907,0.463,2.96
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.24,1.5,30.2,49.7,0.0219,0.226,0.0399,0.0959,0.337,1.77
1.84,2.6,11.7,16.4,0.00841,0.0967,0.0242,0.0506,0.197,0.749
1.35,2.08,26.2,37.0,0.012,0.13,0.036,0.1,0.529,2.19
1.59,1.88,28.2,38.3,0.0144,0.125,0.0393,0.0749,0.331,1.9
1.25,1.46,33.8,52.3,0.024,0.171,0.0479,0.0991,0.352,3.17
1.67,1.99,24.8,35.9,0.0156,0.136,0.0355,0.0753,0.0688,0.816
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.32,1.68,30.8,59.9,0.0139,0.138,0.0418,0.0827,0.48,2.84
1.29,1.61,23.6,34.1,0.011,0.141,0.037,0.0889,0.107,1.14
1.72,2.62,23.4,37.1,0.0264,0.106,0.0314,0.0763,0.742,2.21
1.24,1.65,26.9,42.9,0.0399,0.178,0.0433,0.0953,0.626,3.82
1.23,1.47,23.1,42.9,0.0187,0.158,0.0382,0.0853,0.117,1.17
1.52,2.0,27.5,45.3,0.024,0.124,0.0397,0.0784,0.048,0.807
1.26,1.7,23.0,32.7,0.0113,0.111,0.0372,0.09,0.434,2.14
1.2,1.65,23.8,41.7,0.0409,0.113,0.0421,0.12,0.656,3.88
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.23,1.74,15.0,25.8,0.0226,0.108,0.0309,0.0735,0.21,1.55
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.81,2.32,27.3,47.7,0.164,0.495,0.0305,0.0664,0.519,2.02
1.13,1.47,18.8,28.7,0.0315,0.119,0.0345,0.115,0.346,2.28
1.93,2.39,34.1,51.9,0.0186,0.157,0.0355,0.11,0.0797,0.791
1.65,1.83,22.4,34.0,0.0266,0.131,0.0306,0.0976,0.45,2.21
1.24,1.66,21.9,32.6,0.0836,0.122,0.0379,0.111,0.369,1.43
1.49,1.84,20.8,33.4,0.0301,0.13,0.0363,0.0987,0.521,2.35
1.35,1.66,32.2,44.8,0.0195,0.148,0.0403,0.0787,0.376,2.61
1.08,1.44,38.4,63.3,0.0258,0.193,0.0868,0.485,0.504,8.03
1.54,1.9,28.0,64.0,0.0181,0.146,0.0352,0.128,0.167,1.36
2.02,2.23,20.2,28.1,0.00907,0.0981,0.0261,0.0628,0.0645,0.66
1.75,1.9,22.5,29.7,0.013,0.127,0.0313,0.0581,0.0898,0.966
1.28,1.53,22.5,34.0,0.0377,0.151,0.0448,0.119,0.132,1.52
1.67,2.07,14.1,19.9,0.0171,0.132,0.0228,0.0631,0.25,1.08
1.24,1.51,23.0,41.9,0.0293,0.122,0.0397,0.125,0.336,2.26
1.17,1.55,8.41,11.8,0.00863,0.0785,0.0255,0.0568,0.0871,0.936
1.59,2.06,10.8,22.3,0.0276,0.096,0.0285,0.192,0.265,2.23
1.88,2.41,7.35,8.64,0.00784,0.068,0.0143,0.0284,0.0284,0.44
1.75,2.62,15.3,28.5,0.0706,0.212,0.0257,0.0904,0.229,1.56
1.7,1.88,14.2,22.1,0.0177,0.0973,0.0237,0.0509,0.19,1.07
1.64,2.41,20.6,30.8,0.0551,0.167,0.0347,0.444,0.866,4.45
1.21,1.79,16.2,23.6,0.0607,0.127,0.0324,0.125,0.306,1.27
1.2,1.65,23.8,41.7,0.0409,0.113,0.0421,0.12,0.656,3.88
1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
1.47,1.72,22.8,36.4,0.0599,0.178,0.0276,0.0637,1.01,4.29
1.69,2.15,25.8,39.6,0.0512,0.145,0.0252,0.0593,0.893,4.08
1.52,1.9,20.5,32.9,0.0549,0.151,0.0348,0.126,0.416,1.84
1.25,1.79,23.0,34.6,0.0827,0.172,0.0411,0.124,0.172,1.24
1.91,2.13,21.8,28.4,0.0123,0.116,0.0264,0.0612,0.0639,0.49
1.15,1.46,6.88,10.1,0.00702,0.0835,0.0242,0.0632,0.197,1.57
2.03,2.48,9.51,15.6,0.019,0.0743,0.0188,0.0383,0.0224,0.308
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.6,2.06,9.68,21.4,0.0217,0.096,0.0253,0.195,0.119,1.11
1.75,2.68,15.2,27.4,0.0236,0.0774,0.0236,0.0514,0.213,1.36
1.06,1.62,15.7,27.3,0.0448,0.107,0.0355,0.212,0.375,2.49
1.41,2.39,16.5,29.5,0.0391,0.112,0.0321,0.0841,0.341,1.9
1.57,1.83,12.0,17.9,0.0194,0.0849,0.0229,0.0583,0.13,1.32
1.69,2.27,11.5,41.8,0.095,0.304,0.0222,0.0891,0.102,0.646
1.58,2.2,20.2,29.1,0.0361,0.121,0.0299,0.065,0.263,1.87
1.68,2.14,14.3,19.4,0.037,0.102,0.0198,0.0813,0.239,1.62
2.17,2.71,29.6,37.5,0.0603,0.142,0.0322,0.0974,0.446,1.72
1.18,1.45,27.1,41.8,0.0358,0.198,0.0437,0.109,0.597,3.84
1.2,1.47,18.9,31.7,0.0293,0.138,0.0366,0.0855,0.198,1.68
1.14,1.63,17.4,31.4,0.0739,0.193,0.0412,0.171,0.529,2.12
1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
1.21,2.47,18.3,38.7,0.011,0.105,0.0334,0.0888,0.352,4.32
1.2,2.5,17.4,38.8,0.019,0.0905,0.0315,0.0799,0.5,4.45
1.17,2.1,20.1,34.2,0.119,0.289,0.0438,0.151,0.705,2.33
1.97,2.94,11.8,19.9,0.0278,0.133,0.0189,0.0448,0.0997,1.07
1.92,2.54,11.6,17.6,0.0161,0.0649,0.0184,0.066,0.146,2.01
1.13,1.46,19.2,23.9,0.0103,0.118,0.0383,0.0688,0.157,0.942
1.1,1.72,10.3,15.9,0.0198,0.0856,0.029,0.0629,0.374,2.29
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.72,2.06,15.5,28.1,0.0262,0.0921,0.0231,0.0515,0.235,1.24
1.02,1.28,12.9,24.3,0.0142,0.0984,0.039,0.096,0.381,1.62
1.64,1.97,18.7,30.5,0.0135,0.099,0.0288,0.0686,0.105,1.14
1.06,1.74,10.9,15.4,0.0154,0.0949,0.0262,0.0522,1.04,3.0
1.72,2.0,18.8,29.7,0.0129,0.0971,0.0235,0.0498,0.635,2.97
1.19,1.69,18.6,31.5,0.0319,0.136,0.0349,0.0993,0.651,2.44
1.57,1.86,16.5,20.0,0.022,0.106,0.0274,0.0533,0.121,0.7
1.62,2.49,36.7,51.5,0.018,0.127,0.0398,0.107,0.675,3.98
1.83,2.06,13.2,17.9,0.013,0.0939,0.0204,0.0434,0.0321,0.291
1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
1.39,2.0,22.4,40.6,0.0555,0.193,0.0351,0.117,0.38,2.0
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.86,2.17,25.5,35.8,0.0365,0.118,0.0321,0.347,0.606,3.98
1.27,2.45,18.2,38.6,0.0106,0.102,0.0318,0.0746,0.351,4.32
1.32,1.52,12.8,20.4,0.0172,0.117,0.0282,0.0821,0.262,1.37
1.39,1.8,22.9,30.6,0.0205,0.126,0.0406,0.129,0.483,3.02
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.63,2.13,11.9,16.4,0.0267,0.0909,0.0237,0.0914,0.327,1.87
1.41,1.95,23.4,40.1,0.0196,0.126,0.0317,0.0724,0.31,1.83
1.2,1.66,25.6,41.7,0.0593,0.198,0.0432,0.103,0.86,4.11
1.17,1.9,7.0,14.1,0.0307,0.0902,0.0261,0.0992,0.2,1.12
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.66,1.84,19.4,26.1,0.0527,0.13,0.0258,0.0514,0.321,1.49
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.34,1.99,18.4,29.1,0.0487,0.118,0.0316,0.063,0.434,2.21
1.4,1.56,12.8,19.5,0.0121,0.0973,0.0279,0.0556,0.101,0.871
1.35,2.55,21.5,35.5,0.112,0.448,0.0474,0.253,0.851,2.91
1.38,1.93,15.2,22.1,0.0203,0.11,0.028,0.0585,0.184,1.74
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.3,1.61,19.5,25.8,0.0147,0.12,0.0337,0.0712,0.196,1.38
1.47,1.79,22.8,37.5,0.0163,0.132,0.0348,0.0749,0.0868,1.11
1.33,2.1,18.2,36.7,0.0376,0.107,0.0369,0.106,0.375,1.75
1.12,1.58,8.57,11.2,0.00839,0.0974,0.0275,0.0588,0.0542,0.672
1.2,1.74,12.7,20.0,0.00807,0.0937,0.0314,0.0742,0.0504,0.57
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.19,1.6,19.6,33.5,0.0299,0.0993,0.0362,0.0846,0.784,2.42
1.14,1.72,7.4,12.0,0.0232,0.0992,0.0244,0.127,0.4,1.37
1.55,1.95,17.7,27.0,0.0132,0.13,0.03,0.0727,0.157,0.996
1.97,2.13,24.3,32.8,0.0134,0.0936,0.0321,0.0603,0.403,2.81
1.32,2.02,22.9,34.4,0.0254,0.131,0.0419,0.0946,0.684,2.64
1.24,1.64,14.4,26.1,0.0326,0.138,0.0356,0.0894,0.262,1.52
1.3,2.0,17.8,31.3,0.047,0.118,0.034,0.0852,0.245,2.18
1.29,2.07,16.6,28.6,0.0573,0.116,0.0336,0.0886,0.285,2.33
1.7,1.9,19.5,25.7,0.0369,0.103,0.0315,0.0828,0.303,1.23
1.35,1.81,16.6,23.0,0.0205,0.103,0.0296,0.0542,0.131,0.744
1.23,1.79,15.0,19.3,0.0309,0.11,0.0303,0.0613,0.15,0.797
1.28,1.48,21.6,32.1,0.0251,0.137,0.036,0.0819,0.2,1.51
1.36,1.54,19.0,26.7,0.0175,0.116,0.0333,0.0918,0.126,1.74
1.19,1.65,20.4,30.8,0.0318,0.171,0.0395,0.0836,0.199,1.98
1.29,2.07,16.6,28.6,0.0573,0.116,0.0336,0.0886,0.285,2.33
1.78,2.25,28.4,42.2,0.0117,0.107,0.0312,0.0581,0.113,1.67
1.38,1.64,23.0,28.4,0.0221,0.116,0.034,0.124,0.267,2.17
1.33,1.84,21.6,40.2,0.0294,0.118,0.0326,0.101,0.417,2.0
1.36,1.97,21.2,31.3,0.0792,0.154,0.0397,0.123,0.605,2.17
1.67,1.91,13.6,16.2,0.00952,0.104,0.0197,0.0479,0.672,1.6
1.51,1.85,20.4,29.2,0.0162,0.0956,0.0294,0.0907,0.463,2.96
1.38,2.03,21.5,28.7,0.0147,0.131,0.0356,0.0816,0.113,1.29
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.18,1.91,7.06,13.3,0.0403,0.152,0.0259,0.0996,0.248,2.06
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.35,1.81,21.1,33.9,0.0714,0.179,0.0302,0.0873,1.22,4.47
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.19,1.69,18.6,31.5,0.0319,0.136,0.0349,0.0993,0.651,2.44
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.13,1.29,21.2,27.6,0.0224,0.11,0.0371,0.128,0.298,2.37
1.93,3.65,20.2,48.5,0.067,0.168,0.0367,0.264,0.916,3.27
1.84,2.03,26.8,37.3,0.0141,0.101,0.0281,0.0535,0.191,2.94
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.19,1.51,22.8,33.5,0.0247,0.144,0.0416,0.0867,0.336,2.41
1.67,1.85,15.9,27.1,0.0333,0.137,0.0223,0.0508,0.668,3.33
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.36,1.7,18.5,33.5,0.0343,0.12,0.0345,0.0934,0.377,1.8
1.32,1.53,23.6,37.3,0.0171,0.117,0.0331,0.0662,0.354,3.15
1.35,1.59,20.4,33.9,0.0211,0.102,0.0323,0.0827,0.348,3.29
1.33,1.5,20.3,32.1,0.0268,0.136,0.0363,0.0823,0.165,1.6
1.39,1.69,27.3,43.5,0.0304,0.118,0.0414,0.109,0.529,3.57
1.43,1.7,32.5,49.7,0.0263,0.143,0.0369,0.0962,0.426,3.36
1.2,1.55,16.6,25.6,0.0189,0.118,0.0365,0.115,0.168,1.58
1.31,1.79,27.1,41.1,0.0379,0.171,0.0439,0.101,0.586,3.79
1.33,2.27,17.8,36.3,0.128,0.334,0.0429,0.223,0.345,2.28
1.61,2.31,19.8,41.5,0.0152,0.113,0.0316,0.0772,0.16,0.924
2.02,2.3,19.4,23.3,0.0101,0.0954,0.0245,0.0522,0.0377,0.315
1.35,1.72,15.1,21.7,0.0309,0.107,0.0298,0.122,0.217,1.35
1.58,1.73,17.3,21.0,0.00829,0.108,0.0256,0.0505,0.0748,1.14
1.82,2.39,11.6,20.1,0.00783,0.0856,0.0207,0.0428,0.115,1.1
1.47,1.74,19.6,26.2,0.0135,0.126,0.0314,0.057,0.0635,0.596
1.66,1.79,22.8,29.7,0.0145,0.134,0.031,0.0732,0.0963,1.23
1.32,2.07,17.2,28.6,0.0542,0.125,0.0333,0.0808,0.529,2.36
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.6,1.77,15.8,22.5,0.0152,0.119,0.0294,0.0623,0.117,0.925
1.62,3.05,18.0,27.0,0.0172,0.0987,0.0287,0.0741,0.147,1.15
1.19,1.61,21.3,29.3,0.0232,0.116,0.0383,0.0744,0.288,1.63
1.51,1.7,9.96,17.9,0.031,0.0853,0.0229,0.0551,0.147,1.61
1.75,1.97,12.7,15.3,0.00816,0.0895,0.0211,0.042,0.127,1.15
1.45,2.1,10.5,17.8,0.0584,0.157,0.0263,0.0541,0.165,0.942
1.71,1.9,22.3,30.8,0.00945,0.101,0.0302,0.074,0.0946,0.781
1.22,1.5,18.6,34.0,0.0231,0.106,0.035,0.0885,0.222,1.88
1.74,2.68,13.2,17.5,0.00935,0.0991,0.0234,0.0489,0.0839,0.782
1.66,2.07,16.5,32.6,0.0367,0.144,0.0226,0.0511,0.679,3.47
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.19,1.6,19.6,33.5,0.0299,0.0993,0.0362,0.0846,0.784,2.42
1.39,1.83,17.7,24.7,0.0357,0.133,0.0276,0.0942,0.494,1.41
1.27,1.6,17.9,29.8,0.0645,0.227,0.0386,0.499,0.996,4.57
1.19,1.87,18.0,31.4,0.0928,0.193,0.0404,0.168,0.535,2.11
1.81,3.51,13.1,25.1,0.0921,0.563,0.0218,0.0569,0.342,1.87
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.23,1.59,25.7,45.6,0.0199,0.126,0.0389,0.0905,0.242,2.27
1.73,1.94,28.1,39.9,0.0205,0.126,0.0325,0.0759,0.37,1.99
1.26,1.6,8.95,12.9,0.0164,0.083,0.0208,0.0439,0.121,1.09
1.31,1.6,25.1,32.1,0.0222,0.149,0.0391,0.0902,0.236,1.74
1.21,1.59,26.0,41.9,0.0338,0.111,0.0427,0.132,0.655,3.85
1.54,2.08,9.92,13.5,0.01,0.0866,0.0205,0.0432,0.242,1.5
1.46,1.82,25.4,33.9,0.0236,0.134,0.0456,0.113,0.583,2.49
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.53,1.81,26.6,31.4,0.0187,0.125,0.0317,0.0705,0.199,1.86
1.81,2.0,26.4,34.2,0.0132,0.112,0.0347,0.0708,0.0602,0.925
1.19,1.5,16.5,25.0,0.0201,0.123,0.0354,0.0803,0.188,1.43
1.33,1.74,13.6,21.9,0.0244,0.103,0.0276,0.0521,0.159,1.52
1.39,2.89,16.5,25.4,0.0265,0.108,0.0276,0.0743,0.581,1.83
1.4,1.81,9.35,14.4,0.00944,0.09,0.0211,0.0496,0.11,0.795
1.36,1.58,20.7,28.4,0.0278,0.124,0.0372,0.076,0.303,1.61
1.21,1.61,8.02,15.1,0.018,0.0671,0.0229,0.0573,0.269,1.76
1.65,2.07,26.5,43.4,0.0144,0.162,0.0319,0.0636,0.108,1.05
1.32,1.69,28.1,40.9,0.0337,0.17,0.0397,0.0975,0.57,3.94
1.21,1.43,22.4,35.0,0.0151,0.129,0.0384,0.0829,0.466,4.48
1.22,1.7,16.2,21.6,0.0306,0.114,0.0316,0.0698,0.113,0.662
1.22,1.5,18.6,34.0,0.0231,0.106,0.035,0.0885,0.222,1.88
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
0.974,1.21,25.8,34.0,0.0329,0.151,0.0478,0.119,0.351,1.66
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.35,1.56,9.91,18.1,0.0317,0.0893,0.0235,0.0661,0.151,1.58
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.34,1.89,21.5,34.1,0.0368,0.126,0.0352,0.061,0.281,2.25
1.22,2.14,22.0,31.1,0.0275,0.116,0.0365,0.111,0.322,2.37
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.3,1.95,19.7,31.8,0.021,0.115,0.0345,0.123,0.472,3.32
1.31,2.48,8.26,15.8,0.027,0.0841,0.0251,0.0867,0.187,1.99
1.26,1.65,11.7,16.3,0.00965,0.0988,0.0258,0.0544,0.066,0.576
1.2,1.52,16.5,22.9,0.0179,0.1,0.028,0.0819,0.476,1.81
1.22,1.48,19.9,33.3,0.0149,0.123,0.0368,0.0822,0.341,3.37
1.3,1.51,20.1,28.3,0.0166,0.125,0.0359,0.0798,0.107,1.19
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.47,1.67,19.2,33.7,0.0285,0.11,0.0338,0.103,0.31,1.67
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.38,3.47,19.1,34.9,0.0713,0.193,0.0391,0.17,0.554,2.11
1.46,1.74,20.7,34.4,0.0118,0.113,0.0322,0.1,0.0865,1.56
1.23,1.59,17.1,24.6,0.0111,0.127,0.0306,0.0754,0.0274,0.479
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.16,3.03,13.7,28.7,0.0158,0.102,0.0396,0.0961,0.37,1.62
1.92,2.19,16.9,24.8,0.0142,0.0986,0.0237,0.0524,0.11,0.806
