Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
1.51,1.71,9.48,12.8,0.0104,0.0835,0.0205,0.0484,0.287,1.26
1.34,1.66,20.8,33.9,0.0745,0.192,0.0298,0.0873,1.19,4.47
1.15,1.64,11.2,24.3,0.0131,0.0827,0.0313,0.138,0.156,1.51
1.32,1.52,30.0,38.6,0.0144,0.124,0.0382,0.0878,0.486,2.18
1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
1.38,1.93,15.2,22.1,0.0203,0.11,0.028,0.0585,0.184,1.74
1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
1.18,1.93,8.81,15.0,0.0198,0.0799,0.0317,0.0882,0.103,0.514
1.33,1.74,9.49,13.5,0.00985,0.0812,0.023,0.0518,0.235,1.49
2.38,2.65,15.7,20.8,0.00965,0.0995,0.0155,0.0376,0.0452,0.853
1.3,1.5,22.8,34.6,0.0106,0.125,0.0347,0.0665,0.0363,0.817
1.59,2.13,12.2,18.5,0.0231,0.142,0.0258,0.0941,0.252,1.27
1.59,2.05,12.8,17.0,0.0156,0.089,0.0255,0.0855,0.234,1.78
1.69,2.18,13.0,20.0,0.0298,0.0912,0.0201,0.0748,0.136,1.66
1.27,1.66,11.8,21.7,0.109,0.362,0.0389,0.137,0.156,1.64
1.18,1.33,23.7,29.6,0.0116,0.136,0.0384,0.0839,0.0718,1.61
1.24,1.55,9.64,15.4,0.00933,0.0795,0.0251,0.0556,0.163,1.49
1.17,1.65,12.2,18.6,0.00861,0.0987,0.0255,0.0523,0.105,1.36
1.6,2.16,17.1,26.3,0.0246,0.112,0.0274,0.115,0.17,1.26
1.4,1.84,7.51,13.9,0.0173,0.0651,0.0198,0.0591,0.287,1.04
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.26,1.65,15.7,20.5,0.019,0.121,0.0308,0.064,0.121,0.82
1.27,1.6,17.9,29.8,0.0645,0.227,0.0386,0.499,0.996,4.57
1.71,1.89,9.51,15.8,0.00891,0.079,0.0206,0.0435,0.166,1.55
1.29,1.49,23.5,29.2,0.0111,0.122,0.0395,0.0765,0.103,0.878
1.37,1.59,19.3,27.2,0.0267,0.12,0.0333,0.0942,0.277,2.54
1.11,2.01,8.44,12.6,0.0219,0.0732,0.0246,0.05,0.155,1.28
1.4,1.66,18.6,26.8,0.0146,0.0943,0.0272,0.053,0.393,1.56
1.69,2.14,18.5,25.9,0.0394,0.0971,0.0328,0.101,0.343,1.37
1.12,1.59,14.2,19.6,0.00979,0.106,0.031,0.0636,0.834,2.91
1.6,2.41,8.91,12.8,0.0147,0.0753,0.0199,0.0567,0.0266,0.336
1.56,1.81,8.63,11.1,0.00847,0.0753,0.0226,0.0715,0.208,1.38
1.28,2.16,14.9,23.5,0.0417,0.103,0.0322,0.112,0.161,1.24
1.56,2.09,15.0,24.8,0.0209,0.124,0.032,0.117,0.0616,0.958
1.21,1.83,12.5,18.5,0.0103,0.113,0.0297,0.0611,0.142,1.41
1.24,1.43,20.0,29.4,0.0255,0.107,0.0338,0.096,0.309,1.59
1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
1.63,1.86,13.4,21.4,0.0333,0.117,0.0294,0.093,0.108,0.843
1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
1.18,1.98,11.9,25.1,0.0173,0.104,0.0285,0.0845,0.383,2.62
1.23,1.79,21.2,28.8,0.0425,0.18,0.0375,0.0767,0.207,1.47
1.37,1.63,9.27,12.6,0.00908,0.0724,0.0231,0.0473,0.0618,0.637
1.26,1.89,11.1,19.8,0.0238,0.104,0.0241,0.0626,0.25,2.11
1.18,1.77,21.2,30.6,0.0731,0.124,0.041,0.133,0.594,2.1
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.28,1.57,16.8,25.0,0.0592,0.141,0.0391,0.104,0.387,1.43
1.12,1.51,11.1,25.5,0.0136,0.103,0.0276,0.057,0.21,2.61
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.94,2.29,10.6,14.5,0.00712,0.085,0.0176,0.0332,0.03,0.941
1.88,2.22,17.4,30.0,0.0203,0.0863,0.0352,0.0723,0.107,1.23
1.07,1.47,17.0,24.4,0.0101,0.116,0.0405,0.139,0.192,1.72
1.86,2.51,16.0,26.3,0.0454,0.115,0.0306,0.0905,0.21,1.61
1.2,1.82,8.96,12.1,0.016,0.0903,0.0216,0.0456,0.355,1.65
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.24,1.4,16.0,24.0,0.0453,0.108,0.0382,0.104,0.387,1.47
1.87,3.72,13.8,24.5,0.0097,0.0818,0.0233,0.0489,0.127,1.21
1.39,2.74,10.0,41.4,0.0338,0.103,0.0275,0.139,0.219,2.59
1.24,1.66,8.92,41.2,0.0207,0.171,0.026,0.112,0.111,0.737
1.29,1.91,9.64,41.3,0.0524,0.18,0.0258,0.111,0.165,1.41
1.43,2.02,10.4,21.4,0.0927,0.349,0.0238,0.0666,0.219,1.69
1.77,2.61,14.7,23.2,0.0263,0.0927,0.0239,0.0505,0.202,1.04
1.7,1.88,14.2,22.1,0.0177,0.0973,0.0237,0.0509,0.19,1.07
1.29,1.86,19.0,28.9,0.0319,0.113,0.0318,0.0649,0.225,2.08
1.23,1.75,15.1,21.9,0.0317,0.121,0.0311,0.0784,0.226,2.05
1.36,1.66,21.4,36.3,0.0688,0.161,0.0307,0.0873,1.18,4.44
1.19,1.41,7.96,12.5,0.0141,0.0799,0.0222,0.0517,0.251,1.59
1.42,1.61,12.1,13.8,0.0074,0.0917,0.0246,0.0537,0.0542,0.933
1.31,1.61,12.0,16.6,0.0134,0.109,0.0298,0.0745,0.0644,0.747
1.21,1.47,17.0,23.9,0.016,0.0979,0.0275,0.061,0.422,1.71
1.19,1.56,7.86,15.1,0.0168,0.0792,0.0226,0.0465,0.273,1.77
1.53,1.79,10.5,17.0,0.0149,0.0889,0.0242,0.147,0.104,0.963
1.28,1.63,17.5,42.2,0.0359,0.145,0.0349,0.0805,0.304,1.42
1.35,1.59,9.16,17.8,0.0345,0.0938,0.0231,0.0683,0.174,1.69
1.27,1.46,10.1,15.5,0.0103,0.0825,0.0246,0.068,0.265,1.22
1.31,1.9,12.4,24.5,0.0372,0.0985,0.0399,0.146,0.254,1.76
1.17,1.69,12.4,19.4,0.0288,0.114,0.0355,0.108,0.109,0.898
1.17,1.58,14.2,19.0,0.0107,0.109,0.0326,0.0637,0.144,0.914
1.19,2.7,14.0,26.6,0.0381,0.222,0.0379,0.0922,0.388,1.62
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.29,2.21,12.4,21.2,0.0238,0.0963,0.03,0.119,0.083,0.76
1.27,1.52,8.28,12.1,0.0111,0.0828,0.0217,0.0537,0.35,1.4
1.72,3.04,5.11,11.3,0.0265,0.0774,0.0202,0.161,0.0974,1.27
1.62,2.22,4.13,10.6,0.028,0.109,0.0137,0.112,0.0709,0.715
1.82,2.29,11.2,16.8,0.0131,0.0802,0.0248,0.0712,0.0835,0.636
1.21,1.74,7.74,11.1,0.0199,0.0613,0.0257,0.0708,0.137,0.902
1.64,1.98,10.2,18.8,0.0307,0.0915,0.0244,0.0659,0.14,1.57
1.75,3.21,10.7,20.8,0.0372,0.0893,0.0219,0.0661,0.212,1.66
1.95,3.67,14.4,28.5,0.0321,0.12,0.021,0.0754,0.406,1.89
1.14,2.4,13.3,24.1,0.0152,0.0805,0.029,0.0713,0.306,1.01
1.1,1.38,9.01,13.0,0.00771,0.0905,0.027,0.0932,0.0808,0.982
1.26,2.18,19.8,32.5,0.0467,0.183,0.0417,0.214,0.166,1.35
1.12,1.69,8.41,12.6,0.0222,0.0865,0.0275,0.108,0.159,1.02
1.61,2.67,10.5,18.6,0.047,0.0957,0.0206,0.0497,0.216,1.56
1.95,2.25,11.1,15.6,0.0143,0.0851,0.0168,0.0331,0.0956,0.924
2.3,2.89,13.9,19.1,0.00796,0.107,0.0472,0.108,0.158,0.803
1.39,1.82,7.5,13.7,0.0407,0.143,0.0194,0.0466,0.283,1.04
1.65,2.0,15.7,20.5,0.0142,0.128,0.024,0.0574,0.185,0.89
1.24,2.2,16.6,28.4,0.041,0.151,0.0287,0.0781,0.572,1.83
1.68,2.14,14.3,19.4,0.037,0.102,0.0198,0.0813,0.239,1.62
1.48,3.53,15.9,29.4,0.0239,0.124,0.03,0.0779,0.199,1.18
1.08,1.87,8.17,11.7,0.0102,0.0811,0.0263,0.0609,0.108,0.992
1.57,1.84,10.2,14.6,0.0136,0.0998,0.0212,0.052,0.068,0.724
1.68,2.07,15.4,22.4,0.0156,0.124,0.0225,0.0677,0.178,0.964
1.6,1.91,17.7,22.6,0.0128,0.13,0.0253,0.0597,0.138,0.866
1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
1.32,1.56,10.3,17.9,0.0268,0.0884,0.0244,0.0532,0.143,1.64
1.26,1.86,22.2,33.7,0.0214,0.119,0.0374,0.0728,0.388,1.7
1.42,2.15,7.7,13.9,0.0623,0.115,0.0191,0.0661,0.29,1.39
1.41,1.73,33.5,43.9,0.0123,0.157,0.0402,0.0872,0.102,1.78
1.31,1.71,15.2,21.6,0.0286,0.108,0.0308,0.115,0.204,1.32
1.61,2.08,18.9,38.9,0.0513,0.164,0.0326,0.0866,0.0953,1.17
1.83,2.72,4.56,10.1,0.0435,0.0707,0.0137,0.0313,0.343,0.982
1.19,2.22,10.3,27.7,0.0507,0.134,0.0268,0.0797,0.133,1.18
1.97,2.8,3.87,9.74,0.018,0.0445,0.0115,0.0313,0.414,1.06
1.26,1.48,18.6,27.5,0.0121,0.13,0.0337,0.0663,0.279,1.47
1.25,1.63,6.48,21.1,0.0107,0.0746,0.0206,0.0477,0.0805,0.773
1.34,1.62,6.21,7.86,0.0064,0.0751,0.0189,0.0455,0.0462,0.545
1.53,2.27,10.5,17.3,0.0466,0.109,0.0311,0.151,0.134,1.21
1.38,1.75,8.25,14.2,0.016,0.0955,0.0211,0.06,0.374,1.36
1.45,1.79,10.7,13.9,0.00983,0.086,0.0243,0.0535,0.112,1.46
1.4,1.53,10.3,12.9,0.00895,0.0872,0.0229,0.0518,0.0387,0.349
1.53,2.89,15.7,30.9,0.0631,0.233,0.0272,0.0537,0.45,2.97
1.63,1.83,11.9,16.5,0.00836,0.0842,0.0244,0.0602,0.0124,0.178
1.21,1.56,8.12,15.4,0.0301,0.0848,0.0221,0.0468,0.436,1.77
1.92,2.64,15.3,28.4,0.0465,0.142,0.0361,0.114,0.249,1.06
1.47,1.84,9.36,14.3,0.0149,0.0979,0.0213,0.0521,0.09,0.791
1.71,2.04,9.65,12.2,0.00768,0.0824,0.0216,0.0601,0.17,1.39
1.12,1.36,10.7,17.0,0.0186,0.0949,0.0317,0.0669,0.333,2.04
1.21,1.39,10.7,20.2,0.0087,0.0925,0.0245,0.0585,0.249,1.26
1.1,1.29,17.9,23.2,0.0135,0.132,0.0372,0.086,0.121,1.86
1.17,1.5,7.59,11.0,0.0157,0.0617,0.0247,0.0561,0.0977,0.818
1.61,1.91,10.9,14.8,0.0127,0.101,0.0218,0.0457,0.0555,0.667
1.1,1.29,17.9,23.2,0.0135,0.132,0.0372,0.086,0.121,1.86
1.52,2.21,7.97,11.9,0.0194,0.0564,0.0307,0.0914,0.414,1.43
1.24,1.55,17.7,21.9,0.0111,0.103,0.057,0.108,0.289,1.18
1.22,2.06,7.2,11.8,0.0283,0.0552,0.034,0.096,0.369,1.47
1.19,1.57,11.0,21.6,0.0233,0.0883,0.0405,0.147,0.122,1.64
1.22,1.38,17.0,24.7,0.0339,0.106,0.0388,0.0985,0.432,1.37
1.95,2.17,20.9,26.0,0.0103,0.124,0.025,0.053,0.0255,0.997
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.42,1.57,24.3,30.6,0.0141,0.139,0.0399,0.074,0.0573,0.81
1.89,2.24,11.2,15.8,0.0103,0.0851,0.018,0.0423,0.0722,1.07
1.33,2.0,15.2,26.4,0.0733,0.147,0.0324,0.209,0.243,1.69
1.33,1.6,15.2,26.9,0.0107,0.0989,0.0299,0.128,0.105,1.24
1.68,2.14,14.7,19.9,0.0346,0.0838,0.0195,0.0812,0.495,2.07
1.75,1.91,20.2,25.4,0.00942,0.117,0.0274,0.0668,0.0364,0.93
1.01,1.37,8.06,11.2,0.0109,0.0724,0.0246,0.0528,0.092,0.712
1.29,2.07,16.6,28.6,0.0573,0.116,0.0336,0.0886,0.285,2.33
1.62,2.05,14.9,19.4,0.0192,0.107,0.0247,0.0488,0.179,1.37
1.35,1.9,9.03,14.3,0.0196,0.075,0.0205,0.0551,0.682,2.32
1.6,2.06,9.68,21.4,0.0217,0.096,0.0253,0.195,0.119,1.11
1.2,1.59,7.0,10.3,0.0252,0.117,0.0237,0.0582,0.215,1.59
1.69,3.18,10.5,25.9,0.0331,0.126,0.0344,0.217,0.251,2.07
1.34,1.66,7.87,13.9,0.0155,0.0808,0.0224,0.0758,0.123,1.0
1.11,1.67,6.61,13.3,0.0201,0.0795,0.0265,0.105,0.169,1.12
1.17,1.8,16.4,31.9,0.116,0.245,0.0428,0.138,0.119,1.02
1.29,2.09,20.9,34.3,0.0125,0.128,0.0349,0.107,0.252,2.49
0.949,1.07,9.45,11.1,0.00786,0.0943,0.0294,0.0543,0.032,0.353
1.27,1.75,8.96,13.2,0.0164,0.0826,0.0219,0.042,0.127,1.16
1.24,1.67,14.6,20.1,0.014,0.1,0.0292,0.0609,0.136,1.23
1.99,3.62,28.0,53.4,0.119,0.759,0.031,0.0679,0.138,1.34
1.27,1.54,9.79,12.4,0.0109,0.0939,0.0267,0.0552,0.117,1.08
1.3,1.66,8.51,12.2,0.0229,0.0828,0.0215,0.0523,0.355,1.38
1.12,1.66,14.7,18.4,0.0416,0.117,0.0319,0.0761,0.332,1.29
1.27,1.77,9.54,19.8,0.0138,0.0862,0.0239,0.0515,0.265,1.12
1.36,1.6,7.69,14.0,0.00951,0.0675,0.0203,0.0505,0.244,0.956
1.68,1.99,12.7,18.9,0.0162,0.0818,0.0186,0.075,0.0945,1.53
1.71,2.45,15.2,24.4,0.0499,0.127,0.021,0.0815,0.311,1.62
1.2,1.5,10.6,19.1,0.0251,0.0695,0.0481,0.485,0.225,1.42
1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
1.3,2.11,10.9,16.4,0.0409,0.154,0.0321,0.124,0.153,1.29
1.24,1.64,14.4,26.1,0.0326,0.138,0.0356,0.0894,0.262,1.52
1.26,1.54,10.7,15.8,0.00878,0.0833,0.0242,0.0572,0.26,1.48
1.06,1.41,7.9,13.1,0.0149,0.0994,0.0253,0.0584,0.0956,0.679
1.3,1.84,8.86,11.6,0.00919,0.0722,0.0225,0.0476,0.0725,0.656
1.4,2.03,12.2,17.9,0.0121,0.0954,0.0248,0.05,0.973,2.84
1.25,1.44,16.3,24.0,0.0459,0.108,0.0384,0.101,0.426,1.48
1.62,2.22,4.13,10.6,0.028,0.109,0.0137,0.112,0.0709,0.715
1.62,1.77,13.6,18.6,0.0115,0.0925,0.0252,0.056,0.087,0.814
1.74,2.02,24.9,37.6,0.0322,0.122,0.0358,0.366,0.603,4.04
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.36,3.08,15.5,34.5,0.0952,0.159,0.0379,0.096,0.487,2.26
1.09,1.69,8.19,14.8,0.0247,0.109,0.0259,0.0532,0.126,1.13
1.4,1.72,21.7,34.1,0.0535,0.174,0.0417,0.0915,0.162,1.42
1.23,1.57,17.3,23.5,0.0166,0.101,0.0268,0.0585,0.431,1.6
1.41,1.8,19.9,26.5,0.0136,0.133,0.0328,0.0646,0.0673,0.752
1.47,1.84,9.36,14.3,0.0149,0.0979,0.0213,0.0521,0.09,0.791
1.27,1.6,17.9,29.8,0.0645,0.227,0.0386,0.499,0.996,4.57
1.38,1.8,9.82,15.8,0.0329,0.0878,0.0212,0.0492,0.287,1.34
1.67,1.86,25.4,37.9,0.0207,0.173,0.0322,0.103,0.449,2.85
1.22,1.59,11.0,14.0,0.00845,0.092,0.0269,0.0507,0.0749,1.04
1.26,1.62,8.93,13.1,0.0179,0.0901,0.0208,0.0468,0.14,1.18
1.09,1.52,6.75,9.65,0.0122,0.0735,0.029,0.0887,0.309,1.63
1.29,1.62,14.9,19.0,0.00897,0.114,0.0289,0.0549,0.0454,0.464
1.5,1.64,16.6,20.1,0.0105,0.101,0.0342,0.143,0.238,0.909
1.35,1.49,21.5,25.6,0.0125,0.116,0.0365,0.0906,0.0674,0.682
1.19,1.65,12.4,18.6,0.016,0.0987,0.0258,0.0523,0.113,1.35
1.05,1.45,13.3,24.3,0.0223,0.101,0.0382,0.0961,0.373,1.58
1.27,1.72,9.14,13.0,0.01,0.0863,0.0216,0.0487,0.261,1.59
1.28,1.58,10.2,14.4,0.007,0.0903,0.0273,0.0502,0.0954,1.1
1.32,1.71,14.8,21.9,0.0362,0.108,0.0307,0.117,0.227,1.34
1.22,1.73,8.76,13.0,0.0106,0.0858,0.0225,0.0492,0.285,1.61
1.58,1.85,16.1,21.2,0.00967,0.104,0.0276,0.0713,0.118,0.979
1.8,2.13,10.9,14.8,0.00839,0.0756,0.0194,0.0394,0.056,0.647
1.3,2.11,11.1,16.1,0.0108,0.0956,0.0284,0.0812,0.0657,0.617
1.85,2.14,9.22,13.4,0.0154,0.0673,0.0281,0.0589,0.0495,0.916
1.13,1.47,16.3,24.2,0.0171,0.109,0.0341,0.069,0.412,2.56
1.31,1.57,20.0,26.9,0.0112,0.119,0.0327,0.0639,0.218,2.17
1.24,2.35,15.5,27.2,0.0375,0.127,0.0325,0.0747,0.335,2.24
1.41,2.87,10.0,41.2,0.0512,0.184,0.0281,0.112,0.252,2.48
2.05,2.46,9.83,13.0,0.0141,0.0779,0.0154,0.0306,0.0522,0.558
1.44,2.29,14.1,20.9,0.0456,0.119,0.0271,0.0668,0.296,1.32
1.59,2.17,24.8,50.7,0.0376,0.118,0.0366,0.338,0.616,4.41
1.49,2.52,9.85,16.5,0.0231,0.081,0.0273,0.13,0.0903,0.679
1.94,2.16,7.12,12.7,0.0122,0.0576,0.0204,0.0476,0.0308,0.37
1.33,1.63,7.33,10.4,0.00787,0.0892,0.0228,0.0483,0.186,1.55
1.23,1.59,8.01,11.2,0.0134,0.0619,0.0237,0.0493,0.0878,0.813
1.25,1.89,10.9,19.8,0.0182,0.106,0.0232,0.0462,0.192,1.18
1.47,2.1,19.7,36.7,0.0278,0.0997,0.0344,0.0891,0.27,1.44
1.44,1.62,10.6,13.4,0.00758,0.0861,0.0244,0.0535,0.0502,0.635
1.61,1.97,16.0,24.5,0.0224,0.091,0.0228,0.076,0.271,1.57
1.19,1.41,9.18,15.5,0.00938,0.0835,0.0221,0.0583,0.339,1.48
1.16,1.67,9.12,15.5,0.015,0.0885,0.0246,0.0473,0.129,1.36
1.11,1.47,7.27,10.5,0.0124,0.0947,0.0271,0.0794,0.232,1.58
1.68,1.91,18.4,24.8,0.0244,0.108,0.0261,0.0874,0.153,1.14
1.52,1.86,9.78,14.7,0.0176,0.101,0.0214,0.0521,0.109,0.761
1.45,1.72,10.2,17.5,0.0233,0.0875,0.0242,0.151,0.127,1.01
1.12,1.84,7.01,11.3,0.0101,0.0596,0.0314,0.0879,0.342,1.35
1.25,2.38,9.6,16.5,0.0525,0.113,0.03,0.127,0.103,0.826
1.57,1.78,8.78,11.9,0.0104,0.0608,0.0208,0.0415,0.0735,0.739
1.37,1.53,8.72,13.2,0.00754,0.09,0.026,0.103,0.0949,0.948
1.68,2.27,9.19,15.0,0.0821,0.283,0.0269,0.148,0.207,1.39
1.98,2.23,10.1,12.4,0.011,0.0755,0.015,0.0365,0.03,0.506
1.89,2.36,8.57,11.3,0.0126,0.0778,0.0143,0.0298,0.0343,0.704
1.25,1.64,9.76,17.0,0.0297,0.0843,0.0251,0.0633,0.192,1.48
1.32,1.94,15.2,21.9,0.0106,0.111,0.0306,0.0635,0.126,0.881
1.22,1.6,7.97,12.4,0.031,0.074,0.0244,0.0572,0.0932,0.815
1.48,2.05,15.7,25.0,0.028,0.0998,0.0285,0.0622,0.296,1.23
1.95,2.47,7.46,9.87,0.0117,0.115,0.0155,0.0561,0.0464,0.303
1.02,1.61,8.7,13.7,0.0209,0.0863,0.0286,0.0963,0.19,0.853
1.19,1.73,10.5,15.5,0.00822,0.0991,0.0284,0.0554,0.049,0.559
1.28,1.49,15.2,19.4,0.0167,0.115,0.0304,0.066,0.126,1.18
1.82,2.42,7.08,9.07,0.00966,0.0637,0.0157,0.0393,0.058,0.464
1.36,1.71,21.8,36.1,0.0735,0.157,0.0321,0.127,1.21,4.47
1.7,1.92,13.9,19.5,0.00881,0.0822,0.0228,0.0582,0.133,1.26
1.21,2.31,18.5,24.8,0.0345,0.104,0.0325,0.125,0.489,2.06
1.62,1.83,12.9,20.9,0.00889,0.0854,0.0279,0.0931,0.0954,0.667
1.39,1.68,12.7,24.6,0.0125,0.0831,0.0284,0.136,0.12,1.44
1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
1.21,1.51,12.6,15.7,0.01,0.0952,0.0302,0.0596,0.0608,0.518
1.18,1.52,15.8,23.1,0.0216,0.107,0.0281,0.0809,0.533,1.82
1.24,2.91,8.81,20.3,0.0262,0.124,0.0368,0.244,0.197,1.71
1.26,1.48,14.9,20.8,0.00857,0.101,0.0293,0.061,0.0948,0.91
1.94,2.35,13.2,17.1,0.0105,0.0957,0.0241,0.0698,0.0461,0.504
1.25,2.11,11.3,18.3,0.0228,0.0963,0.0289,0.0917,0.386,2.15
1.26,2.2,14.8,23.2,0.0271,0.138,0.0323,0.0565,0.154,0.914
1.19,2.01,11.7,17.1,0.0107,0.101,0.0306,0.0903,0.0535,0.605
1.82,1.99,14.9,22.8,0.0194,0.0954,0.0233,0.0662,0.11,1.31
1.25,2.17,14.0,23.8,0.0342,0.112,0.0316,0.0797,0.141,1.8
1.71,2.56,15.0,25.8,0.0345,0.0791,0.0219,0.0813,0.242,1.62
1.24,1.85,12.1,24.3,0.0415,0.107,0.0303,0.138,0.191,1.47
1.4,1.6,10.4,17.1,0.00861,0.0941,0.0249,0.0497,0.253,1.53
1.22,1.73,8.76,13.0,0.0106,0.0858,0.0225,0.0492,0.285,1.61
1.73,1.88,16.5,23.5,0.0127,0.104,0.0263,0.0517,0.0504,0.929
1.3,1.51,18.5,28.3,0.00865,0.112,0.031,0.0593,0.0901,0.893
1.24,1.4,16.0,24.0,0.0453,0.108,0.0382,0.104,0.387,1.47
1.67,2.54,4.73,9.7,0.029,0.0804,0.0145,0.147,0.271,2.31
1.21,1.54,13.4,17.5,0.00921,0.099,0.0264,0.0558,0.198,1.38
1.37,1.63,9.39,17.8,0.0354,0.0933,0.0232,0.0683,0.213,1.69
1.31,1.75,8.73,15.5,0.0227,0.0812,0.0226,0.0538,0.362,1.32
1.25,1.67,25.5,40.0,0.0467,0.188,0.0424,0.107,0.815,4.17
1.97,2.61,10.9,15.1,0.018,0.085,0.0178,0.0344,0.12,1.52
1.35,1.94,18.7,28.2,0.06,0.148,0.0316,0.0753,0.206,2.11
1.96,2.31,12.4,17.2,0.0298,0.0958,0.0354,0.0917,0.0467,0.461
1.75,2.01,12.5,17.8,0.00764,0.0962,0.0224,0.0411,0.0538,0.801
1.81,2.04,18.6,26.5,0.00883,0.106,0.0266,0.0535,0.0541,0.519
1.67,2.06,10.6,15.1,0.0105,0.0828,0.0195,0.0541,0.228,1.02
1.42,1.62,9.93,15.9,0.00881,0.0833,0.0208,0.0565,0.286,1.44
1.22,1.69,9.3,13.2,0.01,0.0907,0.0237,0.051,0.245,1.55
1.61,2.11,23.6,32.1,0.0135,0.124,0.0319,0.0562,0.142,1.19
1.81,1.99,15.8,27.1,0.0443,0.174,0.0229,0.0681,0.361,3.54
1.36,1.81,9.41,13.3,0.00971,0.0856,0.0217,0.0417,0.24,1.57
1.22,1.6,15.2,22.1,0.0107,0.116,0.0318,0.0651,0.131,0.892
1.03,1.57,10.2,13.1,0.0145,0.106,0.0322,0.078,0.0932,1.03
1.86,2.35,7.41,8.74,0.00775,0.067,0.0156,0.0353,0.0269,0.358
1.08,1.38,15.2,40.9,0.0324,0.145,0.0355,0.0832,0.937,5.98
1.14,2.26,7.01,11.8,0.0157,0.0741,0.0285,0.0738,0.308,1.63
1.51,2.43,9.48,15.5,0.0136,0.0779,0.021,0.0488,0.0826,0.876
1.92,2.36,10.4,16.5,0.00904,0.0808,0.0216,0.0609,0.199,1.32
1.12,1.6,8.86,15.5,0.00785,0.0771,0.0248,0.0474,0.0855,1.05
1.02,1.28,12.9,24.3,0.0142,0.0984,0.039,0.096,0.381,1.62
1.47,1.84,17.0,26.7,0.0102,0.12,0.0261,0.0577,0.294,1.96
1.19,1.48,14.1,24.7,0.0118,0.11,0.0313,0.0751,0.0383,0.285
1.58,1.89,9.97,12.9,0.00849,0.0802,0.0196,0.0444,0.0811,0.54
1.11,1.34,9.92,12.3,0.00641,0.0744,0.0303,0.0717,0.0983,1.32
1.56,1.92,9.11,12.7,0.0089,0.0846,0.0221,0.0703,0.104,0.947
1.34,1.61,9.36,12.4,0.00961,0.0856,0.0251,0.0538,0.0665,0.803
1.04,1.66,8.45,11.1,0.00964,0.0782,0.0242,0.0493,0.134,1.31
1.93,2.15,12.1,18.4,0.00738,0.0864,0.0222,0.0526,0.00853,0.144
1.14,1.86,7.51,12.8,0.0104,0.06,0.0307,0.0868,0.286,1.25
1.38,1.9,7.36,10.8,0.0104,0.0594,0.0303,0.0914,0.345,1.43
1.1,1.42,14.5,20.5,0.011,0.102,0.0322,0.0765,0.381,1.63
1.48,1.8,14.0,17.9,0.0088,0.107,0.0266,0.0709,0.0696,0.999
1.23,2.69,8.99,17.6,0.0368,0.179,0.0246,0.0527,0.118,0.91
1.84,2.25,14.7,20.0,0.0173,0.131,0.0209,0.0707,0.22,0.962
1.28,2.79,9.16,16.2,0.0206,0.0943,0.0234,0.0709,0.183,1.93
1.47,2.08,7.0,12.0,0.0121,0.0758,0.018,0.0356,0.106,0.729
1.22,1.89,12.8,20.8,0.0196,0.102,0.026,0.0684,0.208,1.99
1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
1.34,1.76,16.0,24.1,0.0385,0.112,0.0326,0.0841,0.329,1.9
1.24,1.56,24.0,34.6,0.012,0.131,0.0393,0.0899,0.073,1.02
1.52,2.06,17.2,25.6,0.0141,0.123,0.0269,0.0621,0.399,2.36
1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
1.33,1.74,13.1,17.3,0.00819,0.0977,0.0255,0.0484,0.131,1.22
1.38,1.65,17.5,24.6,0.0397,0.101,0.0365,0.093,0.333,1.38
1.22,1.91,10.6,17.1,0.025,0.093,0.0282,0.0824,0.521,2.8
1.05,2.0,15.3,22.6,0.0124,0.104,0.0386,0.102,0.141,1.39
1.19,1.79,20.9,26.1,0.0198,0.138,0.0377,0.0783,0.22,1.47
1.16,1.75,8.5,15.2,0.0127,0.0734,0.0233,0.0556,0.0993,0.941
1.31,1.62,11.3,18.9,0.0226,0.0981,0.026,0.0667,0.125,1.61
1.23,1.69,23.7,35.2,0.0477,0.15,0.0389,0.134,0.543,2.01
1.31,3.12,21.7,42.7,0.101,0.178,0.05,0.18,0.707,2.34
